district,missing_rate,female_ratio,literacy_rate,workers_ratio,male_total,female_total,child_total,risk_score,state
banswara,0.008183183718080892,0.49498660628600516,0.46139077655724525,0.5099202496821948,1911.0,1569.0,894.0,0.9764602191170747,Rajasthan
baramula,0.001081809282379416,0.46953143677972775,0.5408014967674862,0.3017740385044626,129.0,129.0,100.0,0.9233588902887324,Jammu Kashmir
baran,0.01075742862813969,0.481543727075334,0.5670040196114512,0.4519163691827063,1720.0,1392.0,570.0,0.917931656466041,Rajasthan
barddhaman,0.004427184198171875,0.48599201587340457,0.6799047834141425,0.3772241315036884,4624.5,3459.0,1829.0,0.86937424501106,West Bengal
bareilly,0.0005150006648672953,0.46999219262653935,0.49271180675840237,0.31516588476784363,339.5,202.5,128.0,0.7629305777336117,Uttar Pradesh
bargarh,0.0,0.49423900678816274,0.6641550577044466,0.5144907527738303,0.0,0.0,0.0,0.5497831501138252,Odisha
barmer,0.002610327069460732,0.47421162776317705,0.4563884949060029,0.4618268029469792,920.0,688.0,281.0,0.9540669346775102,Rajasthan
barnala,0.0,0.4668218233598141,0.6042228144147956,0.3515054733034774,0.0,0.0,0.0,0.9726607331721892,Punjab
barpeta,0.0002096385426770156,0.4880770325373667,0.529668367557814,0.33172927607222863,51.333333333333336,32.666666666666664,0.0,0.9533210368251126,Assam
barwani,0.0101804909929573,0.49538235966868727,0.39680607498046366,0.4718276677434787,1833.0,1505.0,643.0,0.9455224913609035,Madhya Pradesh
bastar,0.005005307088012925,0.505740522035467,0.4605600485140451,0.5141038169429784,928.5,745.0,379.5,0.8069230429068082,Chhattisgarh
basti,0.001010185542461703,0.490651111154393,0.5655521849781535,0.3179953125710094,344.0,245.0,108.0,0.6483725439911342,Uttar Pradesh
bathinda,0.0024626525953106936,0.4647579265767631,0.6084643776669487,0.3960936965484957,470.0,339.0,329.0,0.9629492444595248,Punjab
baudh,0.0,0.49763352237953407,0.6156740607758601,0.49745218309827227,0.0,0.0,0.0,0.5771357879155491,Odisha
begusarai,0.0022737858339822075,0.47226447976984665,0.5213437552284247,0.3158286655528404,855.0,743.0,956.0,0.9313878247906926,Bihar
belgaum,0.0013034930526765734,0.4930471010391741,0.6385457043920061,0.4405475618459133,886.0,588.0,126.0,0.7960795742013644,Karnataka
bellary,0.0013270070161003134,0.4956550103054112,0.5796395246667305,0.45538704922745094,511.0,259.0,90.0,0.8264670761059862,Karnataka
betul,0.013353515280678123,0.49266517790831565,0.596541620275213,0.49955502290902026,2798.0,2179.0,732.0,0.8304526875807751,Madhya Pradesh
bhadrak,0.003065544567154049,0.49529222212559343,0.72635804604149,0.3110851024704299,614.0,478.5,280.0,0.4888848189724824,Odisha
bhagalpur,0.0024627894346910357,0.4681410615564201,0.5178364627163514,0.32376687341947996,965.0,805.0,740.0,0.9289639649065083,Bihar
bhara,0.014437436307365712,0.49554040791979564,0.7496746738824361,0.4976156636402868,2588.6666666666665,1511.3333333333333,295.3333333333333,0.4198211410698591,Maharashtra
bharatpur,0.002250660649794058,0.468021889280672,0.5810834142317994,0.42031389912818007,864.0,493.0,157.0,0.8779875831094373,Rajasthan
bharuch,0.0036299065066031986,0.48053054153430746,0.7209943914291186,0.4043303144577855,878.0,454.0,132.0,0.8699842763633914,Gujarat
bhavnagar,0.0005656987117760698,0.48263466609266537,0.6552138357465113,0.39947437217158244,225.5,160.0,45.5,0.9071427630716932,Gujarat
bhilwara,0.008357810561583955,0.4931599158488418,0.5215337366510513,0.4767091698937482,2662.0,2100.5,1025.5,0.952936454087522,Rajasthan
bhind,0.0016306388265728482,0.45576025907146483,0.6429323460588783,0.3057935825203097,372.0,285.0,424.0,0.7836175428874605,Madhya Pradesh
bhiwani,0.002190389918240016,0.46974538757804635,0.6545775477302693,0.3811728140133195,562.5,284.5,144.5,0.9016822103154227,Haryana
bhojpur,0.00025251476765211696,0.47574537083360363,0.5861116028510409,0.30145539136939614,130.0,33.0,88.0,0.8856586436488365,Bihar
bhopal,0.0022289042622379938,0.478659553676603,0.7003995257819179,0.3658518275151926,735.6666666666666,514.6666666666666,768.3333333333334,0.7544000258508339,Madhya Pradesh
bid,0.12152093358259988,0.47811202031373484,0.6647870117742449,0.485696015820203,41931.0,32390.0,17976.0,0.9999978547611965,Odisha
bidar,0.0014913914809862453,0.48883637644572303,0.6121487700346386,0.4124980919391769,376.0,225.0,72.0,0.813186787556501,Karnataka
bijapur,0.00724348661702331,0.49281302667196825,0.4569267798209253,0.47657791392997073,476.5,306.5,82.0,0.9273723524133924,Chhattisgarh
bijnor,0.0010742770707436583,0.47831530722051924,0.5798423607813045,0.29544414674724856,577.0,359.0,151.0,0.6044999823291567,Uttar Pradesh
bikaner,0.0023977351617661923,0.4751124924225984,0.5409623860534354,0.41718878294979944,916.0,425.0,364.0,0.9116831911653571,Rajasthan
bilaspur,0.002372429186091457,0.4939529029561287,0.6762057278060433,0.4953524176077363,219.5,155.5,52.0,0.8609410283372828,Chhattisgarh
bipore,0.0012787747527374545,0.4705174488567991,0.4741556017866977,0.3806854106753146,75.0,43.666666666666664,25.0,0.9425452592414593,Jammu Kashmir
birbhum,0.004791070913500576,0.48865978910485486,0.6162758493880204,0.3801968590716548,2369.0,1601.0,393.0,0.8918093513752925,West Bengal
bishnupur,0.0023501921883068815,0.4996524837931078,0.658524256631241,0.4630895665103897,81.0,51.0,10.0,0.9521230425082942,Manipur
bokaro,0.0003402187629414511,0.4798082751063118,0.6175151406418953,0.33232702816717014,88.0,78.0,96.0,0.8716477889932781,Jharkh
bongaigaon,0.002620261117485401,0.4913156940135679,0.5875414859692151,0.34624338796216586,251.5,206.5,72.0,0.9210131807772934,Assam
budaun,0.0008058865868352047,0.46555823412719965,0.4202935118210835,0.30075347049454954,434.0,268.0,127.0,0.9581160299424638,Uttar Pradesh
buldana,0.006483338332840899,0.48282035280316193,0.7268702503771859,0.4715852014764188,2506.0,1461.0,447.0,0.3903379987304431,Maharashtra
bulshahr,0.0006547001682879793,0.4726579524121571,0.580610664640282,0.3352965602424117,333.0,209.0,83.0,0.5218395957724806,Uttar Pradesh
bundi,0.012639521941564162,0.48046009293315545,0.5266368171564471,0.4735693208966375,1838.0,1484.0,522.0,0.9420526054153209,Rajasthan
burhanpur,0.010072668533890414,0.48735826624635314,0.5392632022030832,0.4332523583256251,1071.0,735.0,397.0,0.8576212856285735,Madhya Pradesh
buxar,0.00019321209486815492,0.47960502873967387,0.5800719898356259,0.3154812137237803,54.0,24.0,38.0,0.8879497309519425,Bihar
cachar,0.0010331942461671816,0.48964912816124684,0.6761007176596797,0.3501416835145573,240.0,184.5,128.5,0.8560056593995444,Assam
central,0.02402562088743087,0.47138858359664787,0.7596510509685397,0.3561169116636901,2151.0,1159.0,1010.0,0.27191870853698463,Delhi
chamarajanagar,0.003904659724360881,0.49820188461692944,0.5537656582003564,0.4718820992739944,579.0,364.0,93.0,0.8459186558791637,Karnataka
chamba,0.0046902556997641875,0.4965708561300763,0.623876859058334,0.5664541111196733,323.0,253.0,100.0,0.952627993191275,Himachal Pradesh
chamoli,0.002299003898126849,0.5046258347058898,0.716425990475096,0.4620472159446381,134.0,79.0,48.0,0.887031727811505,Uttarakh
champawat,0.0066092074589741,0.49498937022430367,0.6844882302193739,0.3834653068770027,259.0,147.0,96.0,0.9402764653904484,Uttarakh
champhai,0.0,0.49590043341683565,0.8016382361127679,0.479875939401169,0.0,0.0,0.0,0.7874567114621711,Mizoram
changlang,0.0014257846927027314,0.48087380081767034,0.493665079000985,0.42479726903512205,34.0,16.0,22.0,0.9095302052575187,Arunachal Pradesh
chatra,0.0015137776929581433,0.488021701317306,0.48908605542695943,0.3813360233045606,232.5,141.0,90.0,0.9503752589376421,Jharkh
chel,0.0,0.48274403184863574,0.6263056414809061,0.5287622588117795,0.0,0.0,0.0,0.9287576172951464,Manipur
chennai,0.003724293544700803,0.497314671902748,0.8126735090381799,0.39109141650519125,2470.6666666666665,1623.6666666666667,877.6666666666666,0.8993872947124985,Tamil Nadu
chhatarpur,0.009933907310605507,0.4688298460883751,0.5350921341939144,0.42658174338605576,2432.0,1710.0,908.0,0.8578699654172741,Madhya Pradesh
chhindwara,0.011686204171326035,0.490909751774576,0.6189604394616346,0.4581634322083751,3320.0,2461.0,295.0,0.8277491476697934,Madhya Pradesh
chigarh,0.011257229337060406,0.4498431948458004,0.7631228385996495,0.38290397460798714,1732.0,1079.0,610.0,0.0,Chigarh
chikkaballapura,0.006445706883271863,0.49292090535923716,0.6240295624904391,0.5097410254449034,1096.0,818.0,85.0,0.7978403425157514,Karnataka
chikmagalur,0.0038963363699058623,0.5020725666345331,0.7191327295047897,0.49718224086765717,655.5,393.5,90.0,0.7413146346027388,Karnataka
chirang,0.0011352332975614785,0.4921623852564076,0.5390345983300219,0.40213455228740547,84.0,45.5,56.0,0.9308635366461369,Assam
chitradurga,0.006133368710712625,0.4933020218674071,0.6552701608237881,0.5161854246210806,1386.0,1022.0,102.0,0.7788981491477159,Karnataka
chitrakoot,0.0002152317117352108,0.4678783539874764,0.5355005898782935,0.3974841942867514,31.0,19.5,21.5,0.5306954936699365,Uttar Pradesh
chittaurgarh,0.01418010892433568,0.4928759118793943,0.5321535829591708,0.5198052498870066,2811.0,2370.0,883.0,0.9479153105976228,Rajasthan
chittoor,0.002786747744357765,0.49924006915083236,0.6391559880250998,0.46318336278504596,1499.0,1253.0,722.0,0.934780348498461,Hra Pradesh
chrapur,0.010024710313100505,0.4901644825335128,0.7161502458595831,0.4800474707016763,3234.0,1994.0,0.0,0.49403344889158274,Maharashtra
churachpur,0.0,0.4936219418332768,0.7147182309962319,0.44741248180694015,0.0,0.0,0.0,0.9028153966446214,Manipur
churu,0.004953047758612345,0.4844708163136226,0.5634922852966859,0.44266153219317816,1331.0,1059.0,360.0,0.908469576199435,Rajasthan
coimbatore,0.004028088538532374,0.49992061988782677,0.7622535276435095,0.4534209358177814,1975.0,1320.5,745.5,0.9135860361069148,Tamil Nadu
cuddalore,0.005993254167825576,0.49664609039285257,0.6966005017817165,0.4489326969347415,2073.0,1622.0,259.0,0.969162305352806,Tamil Nadu
cuttack,0.0,0.4845587871074922,0.7664286503560719,0.3567825122786696,0.0,0.0,0.0,0.5321313294388643,Odisha
dadra nagar haveli,0.0038860153413460452,0.43626730751886045,0.6494738281511395,0.4572501738389161,186.0,130.0,0.0,0.9999960354924236,Dadra Nagar Haveli Daman Diu
dakshin bastar dantewada,0.0032316308673335284,0.5050165093190515,0.35836465918843863,0.5370588301432806,238.0,170.0,88.0,0.9936082426371061,Chhattisgarh
dakshin dinajpur,0.017627962075065687,0.48862896086324686,0.6464836339600399,0.4193742557908125,3894.0,3097.0,1504.0,0.9049312457470492,West Bengal
dakshina kannada,0.0011124940028043493,0.5048383723773705,0.7974176524382803,0.47745865453959013,370.0,180.0,64.0,0.6931746074172512,Karnataka
damoh,0.0031795564238377666,0.47645700626236437,0.591444203891889,0.4545059044358612,522.0,429.0,600.0,0.7929367328116483,Madhya Pradesh
darbhanga,0.0014964534910028545,0.47682306911820915,0.4613808403293049,0.3107747908827813,735.0,659.0,725.0,0.9723027587695255,Bihar
darjiling,0.003222446477000357,0.49250198855006677,0.7123503443481048,0.3702173949533875,827.0,581.0,110.0,0.8197149174238672,West Bengal
darrang,0.0018163490873960467,0.48812816370490036,0.524543887991384,0.3498578352180937,230.0,169.0,68.0,0.9564080772706773,Assam
datia,0.00804787433091186,0.46596140597950564,0.6246488737267304,0.40820891917931146,897.0,601.0,271.0,0.7909123723925788,Madhya Pradesh
dausa,0.0036024561547538373,0.4751699238073212,0.5739389589753849,0.41880275989669663,874.0,519.0,349.0,0.8927266178055372,Rajasthan
davanagere,0.005255495098071934,0.49298302695917806,0.6725993409396159,0.44986293990687215,1464.0,955.0,124.0,0.7856365585456158,Karnataka
dehradun,0.006354995787175247,0.4741544438773285,0.7423294948882946,0.3434726591830937,1664.0,887.0,60.0,0.9036982425770186,Uttarakh
deoghar,6.798756742670528e-05,0.4805736716635178,0.5318359088328788,0.3695978682008186,19.5,4.5,22.0,0.773466555039193,Jharkh
deoria,3.271337639967495e-05,0.5042042009115928,0.6047312658782191,0.28257376942391127,12.0,12.0,16.0,0.6175545284975313,Uttar Pradesh
dewas,0.0,0.4849707267628692,0.5917759949862986,0.4749433240712022,0.0,0.0,0.0,0.7824542251170571,Madhya Pradesh
dhalai,0.005481398434423618,0.4856462998704492,0.730288448827433,0.4120006345345425,284.0,206.5,31.5,0.9972570880749461,Tripura
dhamtari,0.010305566289473803,0.5024925573375711,0.6837284206551544,0.5037566533838639,1098.0,852.0,227.0,0.8175120086778142,Chhattisgarh
dhanbad,2.51922530432733e-05,0.4762664151474751,0.6415393332133849,0.31458673482121535,9.0,7.0,4.0,0.8570638993510626,Jharkh
dhar,0.01765509582825883,0.490928463948782,0.49288198836760844,0.4702979650863554,4994.0,4136.0,1995.0,0.9280425620130955,Madhya Pradesh
dharmapuri,0.003789620111366743,0.48614221919602774,0.6090276160157362,0.49850581646528536,743.0,608.0,454.0,0.9869035478753261,Tamil Nadu
dharwad,0.0018318814510634067,0.49258563645390446,0.7047362160622797,0.424917827227923,509.0,291.5,51.0,0.7578418409957957,Karnataka
dhaulpur,0.002644978818427921,0.45823594548269564,0.5661740084673555,0.43365525198173915,484.0,271.0,102.0,0.8728149833926286,Rajasthan
dhemaji,0.002063691768892793,0.4880744695270451,0.6165393589872518,0.4617180634075318,192.33333333333334,142.66666666666666,81.66666666666667,0.8605210268606767,Assam
dhenkanal,0.0,0.4864291157610049,0.6957598479557952,0.36513160928261057,0.0,0.0,0.0,0.5630406167087156,Odisha
dhubri,0.002979378914401302,0.48808828795367265,0.47317543393434836,0.34362767781381426,770.0,604.0,749.0,0.9999968344541811,Assam
dhule,0.0064838149657393445,0.4860546443397947,0.6309132452597981,0.45657386991421167,1954.0,1192.0,0.0,0.6591239625661508,Maharashtra
dibang valley,0.0,0.4485257371314343,0.5542228885557221,0.4441529235382309,0.0,0.0,0.0,0.8341677328482409,Arunachal Pradesh
dibrugarh,0.00016252690994188207,0.4899976250343993,0.6668986342062903,0.4226360610253066,35.0,16.0,23.0,0.8354487536253784,Assam
dima hasao,0.0,0.4824803131217831,0.6579714341762337,0.39713781281818944,0.0,0.0,0.0,0.842132389731808,Assam
dimapur,0.00016736976634302203,0.4789116472330529,0.7339728782955088,0.3995396121020773,9.0,6.0,11.0,0.4444393906450394,Nagal
dindigul,0.00665002376268052,0.49951360674144296,0.6861057286059891,0.5116991353265965,1929.0,1469.0,1066.0,0.9572263073938363,Tamil Nadu
dindori,0.011392984459669055,0.5004953699235228,0.537545917527295,0.5534587891966775,1028.0,871.0,428.0,0.8379006597371339,Madhya Pradesh
doda,0.0035159820749799614,0.47884303891339136,0.5344322040513642,0.37057491901174816,190.0,151.0,18.0,0.9201984675468434,Jammu Kashmir
dumka,0.00024309376425756384,0.49410265452437563,0.5088448830898367,0.47280092505005894,38.0,38.0,12.0,0.9100053135147607,Jharkh
dungarpur,0.010191348044713317,0.49837528590935015,0.4908645841135226,0.4620028634145498,1762.0,1586.0,853.0,0.9791977809277594,Rajasthan
durg,0.00687507984850831,0.4969601109133364,0.6888355774383709,0.4476262847381718,3169.0,2270.0,1006.0,0.8364313746986181,Chhattisgarh
east,0.013748583891307634,0.4675499297935018,0.7736594681555724,0.4158390138908141,985.3333333333334,597.0,327.6666666666667,0.2625310463735583,Sikkim
east garo hills,7.977114600120977e-05,0.49287707168852246,0.6043935995873136,0.3965594793609653,3.0,3.0,4.0,0.9013067392496049,Meghalaya
east godavari,0.0019205511033026429,0.5014473363578653,0.6380264152466215,0.40620115724824496,1397.0,945.0,642.0,0.9526225045250902,Hra Pradesh
east kameng,0.0,0.5072436141822341,0.4886135468293303,0.4029736942432329,0.0,0.0,0.0,0.9383406841983238,Arunachal Pradesh
east khasi hills,0.0,0.5026782190085747,0.6998602773627534,0.3956620600976848,0.0,0.0,0.0,0.8461899348451183,Meghalaya
east siang,0.0,0.49486967565061385,0.6307174390710988,0.40540649505110166,0.0,0.0,0.0,0.8367800608093997,Arunachal Pradesh
ernakulam,0.0023661690203520725,0.5065918471551809,0.8699995247362591,0.3806201460643897,1161.0,676.5,261.5,0.8842435334533256,Kerala
erode,0.00396820683855015,0.4982253755311439,0.6628915187516876,0.531043049298677,1234.0,880.0,869.0,0.951619903712939,Tamil Nadu
etah,0.0005931118085667712,0.4661314864072855,0.594654208556873,0.30768675893782965,153.5,95.5,61.5,0.49080704189092594,Uttar Pradesh
etawah,0.0022178496828855637,0.4652606823828399,0.6713846795759288,0.3199322295345206,503.0,327.0,290.0,0.3014650082579173,Uttar Pradesh
faridabad,0.009241870462462876,0.4661588201132432,0.7032744609287669,0.32006323584749796,2459.0,1498.0,392.0,0.9194684186969027,Haryana
faridkot,0.0009103688414548094,0.47098499128756227,0.6174575875940069,0.35878887399029646,70.0,63.0,71.0,0.9676378537962809,Punjab
fatehabad,0.008493818416176259,0.4741462679310539,0.5919017930788494,0.3918032804287848,1147.0,746.0,261.0,0.9676977420640274,Haryana
fatehgarh sahib,0.00253537156638446,0.46548687606533556,0.7098621541147988,0.3578744441093503,186.0,174.0,148.0,0.900622052217018,Punjab
fatehpur,0.0007345013759557383,0.4740362961226984,0.5743711952560324,0.40411579905748135,306.5,151.0,155.5,0.45650056447489074,Uttar Pradesh
firozabad,7.106210499378993e-05,0.4667883030523314,0.6091717250644075,0.3048332450015131,24.0,18.0,31.0,0.45019183614040953,Uttar Pradesh
firozpur,0.001087379020096948,0.4718590844887865,0.6049611793359927,0.3729262708013606,308.0,214.0,158.0,0.9753502513849531,Punjab
gadag,0.002862657390335256,0.49543289778971794,0.6577087462543563,0.4656546774754126,433.0,288.0,52.0,0.7787725949081038,Karnataka
gadchiroli,0.007287923661149006,0.4954731942639956,0.6602081007174666,0.544518715829933,1104.0,746.0,191.0,0.48297543169792817,Maharashtra
gajapati,0.0,0.5104297727481192,0.4543601174766405,0.5086956596984858,0.0,0.0,0.0,0.654466856709589,Odisha
ganganagar,0.010775297755600197,0.47016201766431304,0.606013808877658,0.4634810234576227,2869.0,2151.0,608.0,0.8886498424852407,Rajasthan
ganjam,0.0,0.49583384220767684,0.6262483950976911,0.42554797620083246,0.0,0.0,0.0,0.5867641535373527,Odisha
garhwa,0.0,0.4832300662844425,0.49401565183733703,0.4319911640902823,0.0,0.0,0.0,0.9219201554124488,Jharkh
garhwal,0.002361628264671524,0.5244539635747761,0.7200783970224264,0.39889941522339806,244.0,140.0,50.0,0.926624463185326,Uttarakh
gautam buddha nagar,0.007014200097549238,0.45985929379927976,0.6813523328165814,0.34530903486710574,1630.0,1105.0,429.0,0.3082871551925231,Uttar Pradesh
gaya,0.00019587002029241104,0.4838646651263897,0.5232052608064184,0.37893500459304946,127.5,76.0,98.0,0.9090650068326849,Bihar
gerbal,0.003779913278706565,0.4663905381144813,0.48168743234066014,0.33918761724817276,179.0,87.0,57.0,0.9534925429820782,Jammu Kashmir
ghaziabad,0.0014373181737701328,0.4683847237456065,0.6671296093573946,0.32478712076631183,989.0,603.0,341.0,0.3254472960657799,Uttar Pradesh
ghazipur,0.0020793688338744455,0.48758627814294414,0.6070127957377741,0.33273834975753175,1074.0,707.0,776.0,0.546569098433232,Uttar Pradesh
ghinagar,0.002941849976572821,0.47989046907030203,0.7404287973512541,0.38439004622228223,573.6666666666666,395.0,156.66666666666666,0.8586674885501199,Gujarat
giridih,0.0006671639745764972,0.48554022655730544,0.5125693423851573,0.42375302293134176,238.0,148.0,78.0,0.917971569663041,Jharkh
goalpara,0.0010250565517352646,0.49087417661277766,0.5590026810608788,0.35963014651109965,135.0,109.5,49.5,0.9303541378321591,Assam
godda,0.0005985140326650925,0.4838974657245893,0.4602173802159185,0.42038032782891566,119.0,67.0,44.0,0.9502929840862713,Jharkh
golaghat,0.009599374082155297,0.4908922023680086,0.676513373475004,0.4498391583746373,1533.5,889.5,412.5,0.855717199533338,Assam
gonda,0.0005058946744211971,0.4795608166645748,0.48923518580374203,0.340879327671969,242.0,169.0,74.0,0.7703334962417093,Uttar Pradesh
gondiya,0.006519893780456849,0.4997727800306539,0.7593479656440382,0.503149699774746,1242.0,798.0,0.0,0.28410371652558825,Maharashtra
gopalganj,0.0027815363713901095,0.5052068452450652,0.5398093373489273,0.2842301285083754,871.0,815.0,622.0,0.9590031274551937,Bihar
gorakhpur,0.0008527973402976532,0.4870905526926442,0.6080594114474672,0.30435959418090275,561.0,335.0,57.0,0.5481326636091277,Uttar Pradesh
gumla,0.0022428133246874932,0.49826036150536523,0.545954840603855,0.47551874586061627,324.0,220.0,189.0,0.8957339105351461,Jharkh
guna,0.008249134339275111,0.4769616896720872,0.5267579473209834,0.4147314700781865,1471.0,952.0,469.0,0.8611088343767349,Madhya Pradesh
guntur,0.002515576167305724,0.5006926410646234,0.6056780404651324,0.4872575935290487,1756.6666666666667,1152.3333333333333,592.6666666666666,0.9519019553994198,Hra Pradesh
gurdaspur,0.0002464348178155497,0.47239052126267717,0.7112659969899792,0.3294306326830476,82.5,51.5,61.5,0.909069376179619,Punjab
gurgaon,0.008813951986693795,0.46072851075518745,0.7336849723196551,0.3596833664370536,1825.0,1333.0,894.0,0.8742309210583599,Haryana
gwalior,0.01497022877852966,0.46343125810763197,0.6679064740978998,0.33725337543232503,4460.0,2737.0,1368.0,0.8248519768482522,Madhya Pradesh
hailaki,0.004731341038110034,0.487498786584478,0.6178802844245984,0.32495267679464157,484.0,254.0,248.5,0.910786572474992,Assam
hamirpur,0.004648448244543368,0.4925971774136026,0.6895091492958689,0.4668727186116634,400.0,308.5,254.0,0.5680871067861718,Himachal Pradesh
hanumangarh,0.007354660543073322,0.47529824893559,0.582712943992535,0.4706506819211446,1756.0,1332.0,439.0,0.8882523733149911,Rajasthan
haora,0.0025526035489254425,0.48437029964150724,0.7433369986035135,0.37522352959126637,1758.8,1170.2,595.8,0.7973284041008329,West Bengal
harda,0.021086972131686945,0.48316198189196535,0.6180046102740746,0.4048960058899319,1590.0,1256.0,515.0,0.8436621184611046,Madhya Pradesh
hardoi,0.0005824546792725015,0.4645675563086313,0.5428011566526463,0.32225652327415283,343.0,221.0,157.0,0.6073487197209773,Uttar Pradesh
hardwar,0.006604805920964522,0.4682166204159706,0.623328547805728,0.3058158442929674,2017.0,937.0,697.0,0.9999965294183374,Uttarakh
hassan,0.0030574936345698824,0.502557670732332,0.6897328955242029,0.5086519468076542,770.0,515.0,37.0,0.7555873999476366,Karnataka
haveri,0.003648262354953663,0.48729773645087715,0.6793920889696733,0.4569572652140495,800.0,579.0,84.0,0.7663133736317861,Karnataka
hazaribagh,0.001079540665199103,0.48637442022029465,0.5841752210297522,0.37742167028443435,276.0,167.0,112.0,0.8880005955134306,Jharkh
hingoli,0.0038485698570005396,0.48503284933473195,0.6716323592489882,0.48344537922189335,722.0,350.0,0.0,0.44462654613939834,Maharashtra
hisar,0.004880121881040334,0.46582634290003444,0.6389650737328484,0.39658736498175673,1235.5,778.0,188.5,0.916901757109405,Haryana
hoshiarpur,0.0022417550650677643,0.4900767352083826,0.7561326715512487,0.31502213818640196,502.5,339.0,251.5,0.9078781146171172,Punjab
idukki,0.006399376532973216,0.5015140120507785,0.8323098647939446,0.4656222778892923,1052.0,627.0,354.0,0.8867530113353214,Kerala
imphal east,0.002390867936674605,0.5043026618403773,0.7118060656021644,0.4271923843433535,175.0,83.0,53.0,0.9307339012391165,Manipur
imphal west,0.0013219051499409225,0.5076101561414076,0.7579769571730838,0.4119503776120095,106.0,56.0,53.0,0.9016685303802497,Manipur
indore,0.007943496956461326,0.48129869804867526,0.7047127030665331,0.38703456560066435,3700.0,2458.0,1176.3333333333333,0.783025870065638,Madhya Pradesh
jabalpur,0.009743760377488487,0.48147456510381037,0.7130580293258323,0.40824442442604175,3436.5,2242.0,1171.5,0.773675571654842,Madhya Pradesh
jagatsinghapur,0.0,0.49175044921990096,0.7819258362790256,0.3550213681791356,0.0,0.0,0.0,0.529883251435642,Odisha
jaintia hills,0.00019790039048097653,0.5032318968222634,0.4746029094663954,0.3902066186817303,17.0,1.5,19.5,0.9999506073859329,Meghalaya
jaipur,0.00144554800420565,0.4765448498365121,0.6490868491610096,0.3719931761567528,1378.2857142857142,887.8571428571429,419.14285714285717,0.8589274614754038,Rajasthan
jaisalmer,0.0015457957948897102,0.4600720385598856,0.46073181981702266,0.43125064373454103,155.0,90.0,34.0,0.9389802823989802,Rajasthan
jajapur,0.0,0.49319283359384236,0.7062503557371091,0.30223096423364376,0.0,0.0,0.0,0.5758943537039973,Odisha
jalaun,0.00017007372428827594,0.4638426389991799,0.6362204388943262,0.3673216274333215,62.0,6.0,6.0,0.294353470585498,Uttar Pradesh
jalgaon,0.007346525411249445,0.4805181756521464,0.6836734621506758,0.4405691648323123,4595.0,2757.0,649.0,0.6154580307526831,Maharashtra
jalhar,0.0026976208553537995,0.4779284187108803,0.7396719532820627,0.35306141986424083,850.5,549.5,181.0,0.8990750104396192,Punjab
jalna,0.0015707066340911247,0.4836910414558923,0.6102577479038267,0.4751731199777851,628.0,100.0,0.0,0.5849087138240303,Maharashtra
jalor,0.00538304774103594,0.487822696625527,0.45363831730217147,0.4903096684584384,1281.0,1048.0,347.0,0.968991586720424,Rajasthan
jalpaiguri,0.0040112048140213165,0.48795691850385997,0.645205102397565,0.3906455356086971,2154.3333333333335,1521.0,668.0,0.8660370026114177,West Bengal
jammu,0.0007234245595358033,0.4680762478447121,0.7432458930245144,0.33244180559204894,188.14285714285714,73.71428571428571,0.5714285714285714,0.7809198065267938,Jammu Kashmir
jamnagar,0.001260133400411713,0.4841987871964461,0.6465079007221362,0.3923117198635816,412.0,232.0,89.0,0.9203829405970889,Gujarat
jamtara,0.0011220910138960145,0.4882319775688269,0.5389246083014555,0.4129123358810278,130.0,80.0,40.0,0.9067735343752966,Jharkh
jamui,0.0007947375493235218,0.4796288354100335,0.4877218594584769,0.4132975082438416,182.0,149.0,182.5,0.9195615472608073,Bihar
janjgir - champa,0.01247643812189876,0.49637990080922045,0.629517560892186,0.5226043969680936,2688.0,2093.0,1155.0,0.8602933559645574,Chhattisgarh
jashpur,0.008843927883614622,0.5012769045251148,0.5816989933882765,0.5722410936643226,988.0,794.0,392.0,0.8565051928134547,Chhattisgarh
jaunpur,0.0009749777051899533,0.5059269672671735,0.6078222083376723,0.31982860591108014,662.6666666666666,374.0,332.6666666666667,0.5985370285226733,Uttar Pradesh
jehanabad,0.0017878947500939598,0.4796274458750588,0.5499634323961422,0.32469010844094043,256.0,220.0,234.0,0.9099757213127773,Bihar
jhabua,0.01358275054375343,0.4975620653862063,0.3434775737331325,0.502533539892766,1761.0,1533.0,709.0,0.9773621218373637,Madhya Pradesh
jhajjar,0.008833650467322098,0.4629963324481821,0.705433506711672,0.3407056515773603,1197.0,806.0,245.0,0.8962620991487494,Haryana
jhalawar,0.010219993929232748,0.4861256483283952,0.5242554011716859,0.48610013684078496,1908.0,1504.0,669.0,0.9394575411114848,Rajasthan
jhansi,0.0029227376931915653,0.4709124323339853,0.6527124196251082,0.4077418076526454,942.0,440.0,181.0,0.2780272106915645,Uttar Pradesh
jharsuguda,0.0,0.48802857611237177,0.7003891252016807,0.4274458373957084,0.0,0.0,0.0,0.5485558214199867,Odisha
jhunjhunun,0.006873049537706776,0.4871909576073503,0.6412405915645202,0.41863835342727923,1918.0,1557.0,469.0,0.8775745149625029,Rajasthan
jind,0.0005797678258621442,0.46557363778639915,0.6241852502563426,0.3923256120741864,121.0,62.0,11.0,0.9076524992251362,Haryana
jodhpur,0.0016997446875783322,0.4782094102108259,0.5509739867893083,0.4040342648077859,892.5,590.25,264.75,0.9110774689856886,Rajasthan
